A16	MEASURED: vegetarian whole-food enrichment curve, satisfiable-only, paired McNemar vs A16 baseline 413/536=77.1 pct	N5 +5.04pts (b=6 c=33) | N10 +5.60 (b=9 c=39) | N20 +7.09 (b=8 c=46) | N40 +7.28 (b=9 c=48) | N68 +8.02 (b=11 c=54) -> 456/536=85.1 pct	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-enrich-vegetarian-N{5,10,20,40,68}-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegetarian-N68.json
A16	MEASURED: vegan whole-food enrichment curve, satisfiable-only, paired McNemar vs the same baseline	N5 +4.29pts (b=6 c=29) | N10 +6.90 (b=1 c=38) | N20 +7.28 (b=5 c=44) | N40 +9.70 (b=10 c=62) -> 465/536=86.8 pct	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-enrich-vegan-N{5,10,20,40}-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegan-N40.json
A16	MEASURED: ONE simulated protein-concentrate Food row (Nutritional Yeast) plus k recipes beats both whole-food curves	N1 +2.61pts (b=9 c=23, UNRESOLVED under C14) | N2 +4.48 (b=12 c=36) | N4 +7.84 (b=12 c=54) = 84.9 pct | N8 +10.45 (b=5 c=61) = 87.5 pct	A16_CONC_MODE=recipes A16_CONC_N=k A16_CONC_MAXG=30 node A1/rig/runRig.mjs --agent=A16 --seed=424242 --label=conc-recipes-Nk --treatment=../../A16/A16-concentrate.mjs ; node A1/rig/compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-conc-recipes-N8.json
A16	DERIVED (linear interpolation between adjacent measured arms): authoring volume to reach 85 pct satisfiable-only from 77.1 pct	concentrate ~4 recipes (N4=84.9, N8=87.5) | vegan whole-food ~26 (N20=84.3, N40=86.8) | vegetarian whole-food ~65 (N40=84.3, N68=85.1). Concentrate is 6.5x cheaper than vegan and 16x cheaper than vegetarian.	arithmetic: 4+4*(85.0-84.9)/(87.5-84.9)=4.15 ; 20+20*(85.0-84.3)/(86.8-84.3)=25.6 ; 40+28*(85.0-84.3)/(85.1-84.3)=64.5	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-conc-recipes-N4.json
A16	MEASURED: the enrichment curve flattens by N~4-8 (concentrate) and by N~5-20 (whole food) - marginal points per added recipe	concentrate 2.61 / 1.87 / 1.68 / 0.65 pts-per-recipe over 0-1 / 1-2 / 2-4 / 4-8. vegetarian 1.008 / 0.112 / 0.149 / 0.010 / 0.026 over 0-5 / 5-10 / 10-20 / 20-40 / 40-68. Not monotone: vegan rebounds 0.038 (10-20) to 0.121 (20-40).	arithmetic on the compare.v2.mjs deltas in the three rows above	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegetarian-N68.json
A16	MEASURED: CONTRADICTS reading C11 as an authoring instruction - vegetarian-corner recipes do NOT mainly help vegetarians	vegetarian-N68: of 54 gained days, 44.4 pct land on dietStyle=none, 18.5 pct vegan, 13.0 pct kosher, 11.1 pct mediterranean, only 9.3 pct (5 days) on vegetarian. Vegetarian personas move 63.2 -> 64.9 pct (+1.7pts, n=57, b=4 c=5) = UNRESOLVED under C14.	node A16-flips.mjs A16-baseline-s424242.jsonl A16-enrich-vegetarian-N68-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-flips.mjs
A16	MEASURED: keto and carnivore admit ZERO synthetic rows and gain ZERO days in every arm - corroborates C11 that authoring keto recipes buys little	keto n=46 stays 63.0 pct and carnivore n=3 stays 0.0 pct across vegetarian-N5, vegetarian-N68, vegan-N5, vegan-N40 and conc-N8; keto synSlots=0 in all five	node A16-flips.mjs A16-baseline-s424242.jsonl <each arm>	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-flips.mjs
A16	MEASURED (C16 mandatory): pool-mode leak check of the whole-food catalogue against oracle.mjs AUDIT_ALLERGENS over 250 personas	vegetarian 68 rows / 9621 admissions leaks=0 ; vegan 40 rows / 5870 admissions leaks=0 ; none 80 rows / 9924 admissions leaks=0	node A16-leakcheck-v2.mjs --mode=pool --corner={vegetarian,vegan,none} --n=80	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-leak-v2-pool-vegetarian-N80.json
A16	MEASURED (C16 mandatory): shipped-plan leak counts do NOT rise under enrichment and no synthetic row ever leaked	baseline 5 leaks / 2818 slots ; veg-N20 1 ; veg-N68 3 (438 synthetic slots) ; vegan-N20 4 ; vegan-N40 1 (418 synthetic slots) ; conc-N8 0 of 358 concentrate slots. Every hit is a pre-existing real recipe.	node A16-leakcheck-v2.mjs --mode=shipped --jsonl=<arm> ; node A16-conc-leakcheck.mjs A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-leakcheck.json
A16	MEASURED INSTRUMENT FAULT in my own tool, recorded not hidden: A16-leakcheck-v2.mjs cannot resolve concentrate-arm slots	against A16-conc-recipes-N8 it reported unknown-ids 358 and inspected only 2552 of 2910 slots; the gap is closed by A16-conc-leakcheck.mjs which checked 358/358 and found 0 leaks	node A16-leakcheck-v2.mjs --mode=shipped --jsonl=A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-leakcheck.json
